ServiceNo,Direction,StopSequence,Distance,Category,Description,Interchange,Freq_of_Buses_during_Peak_Period,Freq_of_Buses_during_OffPeak_Period
182M,1,52,22.1,TRUNK,Aft Tuas Ter,Does Not Have Interchange,4.0,9.0
182M,1,53,22.6,TRUNK,Tuas Checkpt,Does Not Have Interchange,4.0,9.0
182M,1,54,24.1,TRUNK,Opp Asia-Pacific Brewery,Does Not Have Interchange,4.0,9.0
182M,1,55,24.7,TRUNK,Raffles Country Club,Does Not Have Interchange,4.0,9.0
182M,1,56,26.7,TRUNK,Aft Tuas Flyover,Does Not Have Interchange,4.0,9.0
182M,1,57,28.0,TRUNK,Pasir Laba Camp,Does Not Have Interchange,4.0,9.0
182M,1,58,28.5,TRUNK,S'pore Discovery Ctr,Does Not Have Interchange,4.0,9.0
182M,1,59,29.1,TRUNK,Joo Koon Int,Has Interchange,4.0,9.0
183,1,1,0.0,TRUNK,Jurong East Temp Int,Has Interchange,5.0,10.0
183,1,2,0.5,TRUNK,Seventh-Day Advent Ch,Does Not Have Interchange,5.0,10.0
183,1,3,0.9,TRUNK,Blk 209,Does Not Have Interchange,5.0,10.0
183,1,4,1.4,TRUNK,Opp Blk 288D,Does Not Have Interchange,5.0,10.0
183,1,5,1.7,TRUNK,Blk 284,Does Not Have Interchange,5.0,10.0
183,1,6,2.3,TRUNK,Opp Jurong East Warehse,Does Not Have Interchange,5.0,10.0
183,1,7,2.6,TRUNK,Alliance Bldg,Does Not Have Interchange,5.0,10.0
183,1,8,2.9,TRUNK,Toh Guan Ctr,Does Not Have Interchange,5.0,10.0
183,1,9,3.2,TRUNK,Wang-Fu Ind Pte Ltd,Does Not Have Interchange,5.0,10.0
183,1,10,3.8,TRUNK,Aft Old Toh Tuck Rd,Does Not Have Interchange,5.0,10.0
183,1,11,4.0,TRUNK,Aft Toh Tuck Link,Does Not Have Interchange,5.0,10.0
183,1,12,4.7,TRUNK,Aft Toh Tuck Ave,Does Not Have Interchange,5.0,10.0
183,1,13,5.3,TRUNK,Blk 203,Does Not Have Interchange,5.0,10.0
183,1,14,5.7,TRUNK,Blk 317,Does Not Have Interchange,5.0,10.0
183,1,15,6.0,TRUNK,Clementi Stn,Does Not Have Interchange,5.0,10.0
183,1,16,6.3,TRUNK,Blk 329,Does Not Have Interchange,5.0,10.0
183,1,17,6.7,TRUNK,Blk 365,Does Not Have Interchange,5.0,10.0
183,1,18,7.5,TRUNK,YALE-NUS COLLEGE,Does Not Have Interchange,5.0,10.0
183,1,19,8.3,TRUNK,NUS Fac Of Engrg,Does Not Have Interchange,5.0,10.0
183,1,20,8.6,TRUNK,NUS Fac Of Architecture,Does Not Have Interchange,5.0,10.0
183,1,21,8.9,TRUNK,Bef Kent Ridge Ter,Does Not Have Interchange,5.0,10.0
183,1,22,9.4,TRUNK,Aft Clementi Rd,Does Not Have Interchange,5.0,10.0
183,1,23,9.7,TRUNK,Bef Pasir Panjang PO,Does Not Have Interchange,5.0,10.0
183,1,24,10.0,TRUNK,Heng Mui Keng Terr,Does Not Have Interchange,5.0,10.0
183,1,25,10.3,TRUNK,Jamiyah Halfway Hse,Does Not Have Interchange,5.0,10.0
183,1,26,10.5,TRUNK,WHITEHAVEN,Does Not Have Interchange,5.0,10.0
183,1,27,10.8,TRUNK,Inst Of Micro-Electronics,Does Not Have Interchange,5.0,10.0
183,1,28,11.2,TRUNK,Aries,Does Not Have Interchange,5.0,10.0
183,1,29,11.4,TRUNK,Galen,Does Not Have Interchange,5.0,10.0
183,1,30,11.7,TRUNK,Teletech Pk,Does Not Have Interchange,5.0,10.0
183,1,31,12.1,TRUNK,The Alpha,Does Not Have Interchange,5.0,10.0
183,1,32,12.4,TRUNK,OPP LUXE VILLE,Does Not Have Interchange,5.0,10.0
183,1,33,12.7,TRUNK,The Crystal Tabernacle Ch,Does Not Have Interchange,5.0,10.0
183,1,34,12.9,TRUNK,Opp Heng Mui Keng Terr,Does Not Have Interchange,5.0,10.0
183,1,35,13.1,TRUNK,Opp Pasir Panjang PO,Does Not Have Interchange,5.0,10.0
183,1,36,13.4,TRUNK,Aft Palm Green Condo,Does Not Have Interchange,5.0,10.0
183,1,37,13.8,TRUNK,Opp Kent Ridge Ter,Does Not Have Interchange,5.0,10.0
183,1,38,14.1,TRUNK,Tentera Diraja Mque,Does Not Have Interchange,5.0,10.0
183,1,39,14.4,TRUNK,The Japanese Pr Sch,Does Not Have Interchange,5.0,10.0
183,1,40,15.4,TRUNK,Aft Clementi Ave 1,Does Not Have Interchange,5.0,10.0
183,1,41,16.0,TRUNK,Blk 410,Does Not Have Interchange,5.0,10.0
183,1,42,16.3,TRUNK,Blk 455,Does Not Have Interchange,5.0,10.0
183,1,43,16.7,TRUNK,Clementi Stn,Does Not Have Interchange,5.0,10.0
183,1,44,17.0,TRUNK,Opp Blk 317,Does Not Have Interchange,5.0,10.0
183,1,45,17.3,TRUNK,Nan Hua Pr Sch,Does Not Have Interchange,5.0,10.0
183,1,46,17.9,TRUNK,BEF TOH TUCK AVE,Does Not Have Interchange,5.0,10.0
183,1,47,18.7,TRUNK,Bef Toh Tuck Link,Does Not Have Interchange,5.0,10.0
183,1,48,19.0,TRUNK,Bef Old Toh Tuck Rd,Does Not Have Interchange,5.0,10.0
183,1,49,19.6,TRUNK,Opp Uni-Tech Ctr,Does Not Have Interchange,5.0,10.0
183,1,50,19.9,TRUNK,Opp Toh Guan Ctr,Does Not Have Interchange,5.0,10.0
183,1,51,20.3,TRUNK,Hitachi Elevator Bldg,Does Not Have Interchange,5.0,10.0
183,1,52,20.5,TRUNK,Jurong East Warehse,Does Not Have Interchange,5.0,10.0
183,1,53,21.1,TRUNK,Blk 286A,Does Not Have Interchange,5.0,10.0
183,1,54,21.4,TRUNK,Blk 288E,Does Not Have Interchange,5.0,10.0
183,1,55,21.8,TRUNK,Blk 207,Does Not Have Interchange,5.0,10.0
183,1,56,22.1,TRUNK,Bef Seventh-Day Advent Ch,Does Not Have Interchange,5.0,10.0
183,1,57,22.6,TRUNK,Jurong East Temp Int,Has Interchange,5.0,10.0
183B,1,1,0.0,TRUNK,Jurong East Temp Int,Has Interchange,1.0,1.0
183B,1,2,0.5,TRUNK,Seventh-Day Advent Ch,Does Not Have Interchange,1.0,1.0
183B,1,3,0.9,TRUNK,Blk 209,Does Not Have Interchange,1.0,1.0
183B,1,4,1.4,TRUNK,Opp Blk 288D,Does Not Have Interchange,1.0,1.0
183B,1,5,1.7,TRUNK,Blk 284,Does Not Have Interchange,1.0,1.0
183B,1,6,2.3,TRUNK,Opp Jurong East Warehse,Does Not Have Interchange,1.0,1.0
183B,1,7,2.6,TRUNK,Alliance Bldg,Does Not Have Interchange,1.0,1.0
183B,1,8,2.9,TRUNK,Toh Guan Ctr,Does Not Have Interchange,1.0,1.0
183B,1,9,3.2,TRUNK,Wang-Fu Ind Pte Ltd,Does Not Have Interchange,1.0,1.0
183B,1,10,3.8,TRUNK,Aft Old Toh Tuck Rd,Does Not Have Interchange,1.0,1.0
183B,1,11,4.0,TRUNK,Aft Toh Tuck Link,Does Not Have Interchange,1.0,1.0
184,1,1,0.0,TRUNK,BT PANJANG TEMP BUS PK,Does Not Have Interchange,6.0,6.0
184,1,3,0.5,TRUNK,Opp Ten Mile Junction Stn,Does Not Have Interchange,6.0,6.0
184,1,4,0.7,TRUNK,Blk 604,Does Not Have Interchange,6.0,6.0
184,1,5,1.1,TRUNK,Opp Lompang Rd,Does Not Have Interchange,6.0,6.0
184,1,6,1.6,TRUNK,Zhenghua Pr Sch,Does Not Have Interchange,6.0,6.0
184,1,7,2.0,TRUNK,Bef Pending Stn,Does Not Have Interchange,6.0,6.0
184,1,8,2.6,TRUNK,Opp Bt Panjang Pr Sch,Does Not Have Interchange,6.0,6.0
184,1,9,3.0,TRUNK,Cashew Pk Condo,Does Not Have Interchange,6.0,6.0
184,1,10,3.5,TRUNK,Assumption Pathway Sch,Does Not Have Interchange,6.0,6.0
184,1,11,3.8,TRUNK,Aft Assumption Eng Sch,Does Not Have Interchange,6.0,6.0
184,1,12,4.3,TRUNK,HILLVIEW STN EXIT A,Does Not Have Interchange,6.0,6.0
184,1,13,4.7,TRUNK,The Rail Mall,Does Not Have Interchange,6.0,6.0
184,1,14,5.0,TRUNK,Opp Hume Pk Condo,Does Not Have Interchange,6.0,6.0
184,1,15,5.5,TRUNK,Opp The Hillside,Does Not Have Interchange,6.0,6.0
184,1,16,6.0,TRUNK,Aft Bt Timah Fire Stn,Does Not Have Interchange,6.0,6.0
184,1,17,6.3,TRUNK,Southaven II,Does Not Have Interchange,6.0,6.0
184,1,18,6.9,TRUNK,Opp Beauty World Ctr,Does Not Have Interchange,6.0,6.0
184,1,19,7.3,TRUNK,Opp Bt Timah Plaza,Does Not Have Interchange,6.0,6.0
184,1,20,7.8,TRUNK,Aft Bt Timah Rd,Does Not Have Interchange,6.0,6.0
184,1,21,8.4,TRUNK,Opp Ngee Ann Poly,Does Not Have Interchange,6.0,6.0
184,1,22,8.8,TRUNK,Opp SIM HQ,Does Not Have Interchange,6.0,6.0
184,1,23,9.0,TRUNK,Opp Maju Camp,Does Not Have Interchange,6.0,6.0
184,1,24,9.5,TRUNK,Opp Blk 116,Does Not Have Interchange,6.0,6.0
184,1,25,9.8,TRUNK,Opp Blk 109A,Does Not Have Interchange,6.0,6.0
184,1,26,10.8,TRUNK,Blk 335,Does Not Have Interchange,6.0,6.0
184,1,27,11.3,TRUNK,Clementi Stn,Does Not Have Interchange,6.0,6.0
184,1,28,11.6,TRUNK,Blk 329,Does Not Have Interchange,6.0,6.0
184,1,29,12.1,TRUNK,Blk 334,Does Not Have Interchange,6.0,6.0
184,1,30,12.6,TRUNK,Blk 343,Does Not Have Interchange,6.0,6.0
184,1,31,13.0,TRUNK,Blk 109,Does Not Have Interchange,6.0,6.0
184,1,32,13.3,TRUNK,Blk 116,Does Not Have Interchange,6.0,6.0
184,1,33,13.8,TRUNK,Maju Camp,Does Not Have Interchange,6.0,6.0
184,1,34,14.2,TRUNK,SIM HQ,Does Not Have Interchange,6.0,6.0
184,1,35,14.6,TRUNK,Ngee Ann Poly,Does Not Have Interchange,6.0,6.0
184,1,36,15.0,TRUNK,Bef Dunearn Rd,Does Not Have Interchange,6.0,6.0
184,1,37,15.4,TRUNK,Pei Hwa Presby Pr Sch,Does Not Have Interchange,6.0,6.0
184,1,38,15.9,TRUNK,Beauty World Stn Exit B,Does Not Have Interchange,6.0,6.0
184,1,39,16.4,TRUNK,WOH HUP BLDG,Does Not Have Interchange,6.0,6.0
184,1,40,16.6,TRUNK,Bt Regency,Does Not Have Interchange,6.0,6.0
184,1,41,17.1,TRUNK,Aft Old Jurong Rd,Does Not Have Interchange,6.0,6.0
184,1,42,17.6,TRUNK,Hume Pk Condo,Does Not Have Interchange,6.0,6.0
184,1,43,18.2,TRUNK,Opp The Rail Mall,Does Not Have Interchange,6.0,6.0
184,1,44,18.5,TRUNK,Hillview Stn,Does Not Have Interchange,6.0,6.0
184,1,45,18.7,TRUNK,Opp Dairy Farm Rd,Does Not Have Interchange,6.0,6.0
184,1,46,18.9,TRUNK,Opp Assumption Eng Sch,Does Not Have Interchange,6.0,6.0
184,1,47,19.6,TRUNK,Aft Cashew Terr,Does Not Have Interchange,6.0,6.0
184,1,48,20.1,TRUNK,Bt Panjang Pr Sch,Does Not Have Interchange,6.0,6.0
184,1,49,20.6,TRUNK,Opp Pending Stn,Does Not Have Interchange,6.0,6.0
184,1,50,21.0,TRUNK,Opp Zhenghua Pr Sch,Does Not Have Interchange,6.0,6.0
184,1,51,21.4,TRUNK,Blk 174,Does Not Have Interchange,6.0,6.0
184,1,52,21.8,TRUNK,Blk 183,Does Not Have Interchange,6.0,6.0
184,1,53,22.2,TRUNK,Ten Mile Junction Stn,Does Not Have Interchange,6.0,6.0
184,1,55,22.6,TRUNK,BT PANJANG TEMP BUS PK,Does Not Have Interchange,6.0,6.0
185,1,1,0.0,TRUNK,Soon Lee Bus Pk,Does Not Have Interchange,11.0,12.0
185,1,2,0.1,TRUNK,Sbst Soon Lee Depot,Does Not Have Interchange,11.0,12.0
185,1,3,0.4,TRUNK,S'pore Post,Does Not Have Interchange,11.0,12.0
185,1,4,0.7,TRUNK,Opp Blk 653B,Does Not Have Interchange,11.0,12.0
185,1,5,1.1,TRUNK,Opp Blk 643,Does Not Have Interchange,11.0,12.0
185,1,6,1.4,TRUNK,Blk 978,Does Not Have Interchange,11.0,12.0
185,1,7,1.8,TRUNK,Blk 834,Does Not Have Interchange,11.0,12.0
185,1,8,2.1,TRUNK,Blk 817,Does Not Have Interchange,11.0,12.0
185,1,9,2.7,TRUNK,Blk 861,Does Not Have Interchange,11.0,12.0
185,1,10,3.2,TRUNK,Aft Westwood Ave,Does Not Have Interchange,11.0,12.0
185,1,11,3.5,TRUNK,Blk 273B,Does Not Have Interchange,11.0,12.0
185,1,12,3.7,TRUNK,Blk 276B,Does Not Have Interchange,11.0,12.0
185,1,13,4.4,TRUNK,Opp Corporation Pr Sch,Does Not Have Interchange,11.0,12.0
185,1,14,5.1,TRUNK,Jurong JC,Does Not Have Interchange,11.0,12.0
185,1,15,5.5,TRUNK,Blk 538,Does Not Have Interchange,11.0,12.0
185,1,16,5.8,TRUNK,Blk 454,Does Not Have Interchange,11.0,12.0
185,1,17,6.1,TRUNK,Blk 441,Does Not Have Interchange,11.0,12.0
185,1,18,6.6,TRUNK,Blk 425,Does Not Have Interchange,11.0,12.0
185,1,19,6.8,TRUNK,Blk 422,Does Not Have Interchange,11.0,12.0
185,1,20,7.3,TRUNK,Jurong Polyclinic,Does Not Have Interchange,11.0,12.0
185,1,21,7.7,TRUNK,Blk 316,Does Not Have Interchange,11.0,12.0
185,1,22,8.1,TRUNK,Opp Parc Oasis,Does Not Have Interchange,11.0,12.0
185,1,23,8.4,TRUNK,Blk 303,Does Not Have Interchange,11.0,12.0
185,1,25,13.1,TRUNK,Opp Logishub @ Clementi,Does Not Have Interchange,11.0,12.0
185,1,26,13.8,TRUNK,Blk 304,Does Not Have Interchange,11.0,12.0
185,1,27,14.1,TRUNK,Blk 317,Does Not Have Interchange,11.0,12.0
185,1,28,14.4,TRUNK,Clementi Stn,Does Not Have Interchange,11.0,12.0
185,1,29,14.7,TRUNK,Blk 329,Does Not Have Interchange,11.0,12.0
185,1,30,15.1,TRUNK,Blk 365,Does Not Have Interchange,11.0,12.0
185,1,31,15.7,TRUNK,Sch Of Science & Tech,Does Not Have Interchange,11.0,12.0
185,1,32,16.2,TRUNK,Dover Stn,Does Not Have Interchange,11.0,12.0
185,1,33,16.7,TRUNK,Opp SP SMA,Does Not Have Interchange,11.0,12.0
185,1,34,17.0,TRUNK,Opp Blk 19A CP,Does Not Have Interchange,11.0,12.0
185,1,35,17.4,TRUNK,Blk 15,Does Not Have Interchange,11.0,12.0
185,1,36,17.9,TRUNK,Blk 43,Does Not Have Interchange,11.0,12.0
185,1,37,18.4,TRUNK,Blk 46,Does Not Have Interchange,11.0,12.0
185,2,1,0.0,TRUNK,Buona Vista Ter,Does Not Have Interchange,10.0,12.0
185,2,2,0.3,TRUNK,Blk 10A,Does Not Have Interchange,10.0,12.0
185,2,3,0.7,TRUNK,Opp Blk 43,Does Not Have Interchange,10.0,12.0
185,2,4,1.2,TRUNK,Buona Vista Stn,Does Not Have Interchange,10.0,12.0
185,2,5,1.7,TRUNK,Blk 19A CP,Does Not Have Interchange,10.0,12.0
185,2,6,2.1,TRUNK,SP SMA,Does Not Have Interchange,10.0,12.0
185,2,7,2.5,TRUNK,Dover Stn,Does Not Have Interchange,10.0,12.0
185,2,8,2.9,TRUNK,Opp Sch Of Science & Tech,Does Not Have Interchange,10.0,12.0
185,2,9,3.6,TRUNK,Blk 410,Does Not Have Interchange,10.0,12.0
185,2,10,3.9,TRUNK,Blk 455,Does Not Have Interchange,10.0,12.0
185,2,11,4.3,TRUNK,Clementi Stn,Does Not Have Interchange,10.0,12.0
185,2,12,4.6,TRUNK,Opp Blk 317,Does Not Have Interchange,10.0,12.0
185,2,13,5.0,TRUNK,Blk 201,Does Not Have Interchange,10.0,12.0
185,2,14,5.7,TRUNK,Logishub @ Clementi,Does Not Have Interchange,10.0,12.0
185,2,16,9.8,TRUNK,Blk 253,Does Not Have Interchange,10.0,12.0
185,2,17,10.1,TRUNK,Parc Oasis,Does Not Have Interchange,10.0,12.0
185,2,18,10.5,TRUNK,Blk 347,Does Not Have Interchange,10.0,12.0
185,2,19,11.0,TRUNK,Opp Jurong Polyclinic,Does Not Have Interchange,10.0,12.0
185,2,20,11.4,TRUNK,Blk 490,Does Not Have Interchange,10.0,12.0
185,2,21,11.8,TRUNK,Blk 463,Does Not Have Interchange,10.0,12.0
185,2,22,12.1,TRUNK,Blk 457,Does Not Have Interchange,10.0,12.0
185,2,23,12.4,TRUNK,Blk 502,Does Not Have Interchange,10.0,12.0
185,2,24,12.7,TRUNK,Blk 536,Does Not Have Interchange,10.0,12.0
185,2,25,13.2,TRUNK,Opp Jurong JC,Does Not Have Interchange,10.0,12.0
185,2,26,14.0,TRUNK,Corporation Pr Sch,Does Not Have Interchange,10.0,12.0
185,2,27,14.6,TRUNK,Opp Blk 276B,Does Not Have Interchange,10.0,12.0
185,2,28,14.8,TRUNK,Bet Blks 272D/271A,Does Not Have Interchange,10.0,12.0
185,2,29,15.2,TRUNK,Bet Blks 757/758,Does Not Have Interchange,10.0,12.0
185,2,30,15.6,TRUNK,Blk 762,Does Not Have Interchange,10.0,12.0
185,2,31,16.2,TRUNK,Blk 715,Does Not Have Interchange,10.0,12.0
185,2,32,16.5,TRUNK,Blk 710,Does Not Have Interchange,10.0,12.0
185,2,33,16.9,TRUNK,Blk 705,Does Not Have Interchange,10.0,12.0
185,2,34,17.2,TRUNK,Blk 643,Does Not Have Interchange,10.0,12.0
185,2,35,17.4,TRUNK,Blk 653B,Does Not Have Interchange,10.0,12.0
185,2,36,17.7,TRUNK,Pioneer Junction,Does Not Have Interchange,10.0,12.0
185,2,37,18.1,TRUNK,Opp Sbst Soon Lee Depot,Does Not Have Interchange,10.0,12.0
186,1,1,0.0,TRUNK,Shenton Way Ter,Does Not Have Interchange,12.0,11.0
186,1,2,0.7,TRUNK,Tanjong Pagar Stn Exit C,Does Not Have Interchange,12.0,11.0
186,1,3,1.1,TRUNK,Opp GB Bldg,Does Not Have Interchange,12.0,11.0
186,1,4,1.5,TRUNK,Telok Ayer Stn Exit A,Does Not Have Interchange,12.0,11.0
186,1,5,1.9,TRUNK,Opp Hong Lim Cplx,Does Not Have Interchange,12.0,11.0
186,1,6,2.3,TRUNK,Opp State Ct,Does Not Have Interchange,12.0,11.0
186,1,7,2.8,TRUNK,Blk 2,Does Not Have Interchange,12.0,11.0
186,1,8,3.1,TRUNK,Hotel Miramar,Does Not Have Interchange,12.0,11.0
186,1,9,3.6,TRUNK,Holiday Inn Atrium,Does Not Have Interchange,12.0,11.0
186,1,10,3.9,TRUNK,Ganges Ctr,Does Not Have Interchange,12.0,11.0
186,1,11,4.3,TRUNK,Blk 51 CP,Does Not Have Interchange,12.0,11.0
186,1,12,4.8,TRUNK,Gan Eng Seng Sec Sch,Does Not Have Interchange,12.0,11.0
186,1,13,5.2,TRUNK,Delta Sports Hall,Does Not Have Interchange,12.0,11.0
186,1,14,5.5,TRUNK,Opp Tanglin View,Does Not Have Interchange,12.0,11.0
186,1,15,5.9,TRUNK,SIS Bldg,Does Not Have Interchange,12.0,11.0
186,1,16,6.3,TRUNK,Bef Dawson Rd,Does Not Have Interchange,12.0,11.0
186,1,17,6.8,TRUNK,Queens Condo,Does Not Have Interchange,12.0,11.0
186,1,18,7.0,TRUNK,Queenstown Stn Exit A/D,Does Not Have Interchange,12.0,11.0
186,1,19,7.6,TRUNK,Blk 42,Does Not Have Interchange,12.0,11.0
186,1,20,8.1,TRUNK,Opp Queensway Sec Sch,Does Not Have Interchange,12.0,11.0
186,1,21,8.5,TRUNK,Blk 97,Does Not Have Interchange,12.0,11.0
186,1,22,8.8,TRUNK,Viz Holland,Does Not Have Interchange,12.0,11.0
186,1,23,9.2,TRUNK,Tulip Gdn,Does Not Have Interchange,12.0,11.0
186,1,24,9.7,TRUNK,Farrer Rd Mkt,Does Not Have Interchange,12.0,11.0
186,1,25,10.0,TRUNK,Farrer Rd Stn Exit B,Does Not Have Interchange,12.0,11.0
186,1,26,10.2,TRUNK,St. Margaret's Sec Sch,Does Not Have Interchange,12.0,11.0
186,1,27,10.6,TRUNK,Lutheran Twrs,Does Not Have Interchange,12.0,11.0
186,1,28,11.3,TRUNK,Opp Botanic Gdns Stn,Does Not Have Interchange,12.0,11.0
186,1,29,11.8,TRUNK,Aft Kheam Hock Rd,Does Not Have Interchange,12.0,11.0
186,1,30,12.2,TRUNK,Aft Dunkirk Ave,Does Not Have Interchange,12.0,11.0
186,1,31,12.5,TRUNK,Raffles Town Club,Does Not Have Interchange,12.0,11.0
186,1,32,14.0,TRUNK,Opp Catholic JC,Does Not Have Interchange,12.0,11.0
186,1,33,14.4,TRUNK,Old Police Academy,Does Not Have Interchange,12.0,11.0
186,1,34,15.0,TRUNK,Thomson Flyover,Does Not Have Interchange,12.0,11.0
186,1,35,15.5,TRUNK,Bef Jln Dusun,Does Not Have Interchange,12.0,11.0
186,1,36,15.8,TRUNK,Zhongshan Mall,Does Not Have Interchange,12.0,11.0
186,1,37,16.1,TRUNK,Bef Balestier Plaza,Does Not Have Interchange,12.0,11.0
186,1,38,16.3,TRUNK,Shaw Plaza,Does Not Have Interchange,12.0,11.0
186,1,39,16.6,TRUNK,Opp Balestier Pt,Does Not Have Interchange,12.0,11.0
186,1,40,17.0,TRUNK,Blk 82,Does Not Have Interchange,12.0,11.0
186,1,41,17.5,TRUNK,Blk 29,Does Not Have Interchange,12.0,11.0
186,1,42,17.8,TRUNK,Bet Blks 33/34,Does Not Have Interchange,12.0,11.0
186,1,43,18.3,TRUNK,St. Michael's Ter,Does Not Have Interchange,12.0,11.0
186,2,1,0.0,TRUNK,St. Michael's Ter,Does Not Have Interchange,11.0,13.0
186,2,2,0.3,TRUNK,Blk 114,Does Not Have Interchange,11.0,13.0
186,2,3,0.6,TRUNK,Blk 29,Does Not Have Interchange,11.0,13.0
186,2,4,0.9,TRUNK,Bet Blks 33/34,Does Not Have Interchange,11.0,13.0
186,2,5,1.4,TRUNK,Opp NKF,Does Not Have Interchange,11.0,13.0
186,2,6,1.7,TRUNK,Bef Kim Keat Lane,Does Not Have Interchange,11.0,13.0
186,2,7,1.9,TRUNK,Aft Pegu Rd,Does Not Have Interchange,11.0,13.0
186,2,8,2.1,TRUNK,Opp Shaw Plaza,Does Not Have Interchange,11.0,13.0
186,2,9,2.4,TRUNK,Opp Public Man,Does Not Have Interchange,11.0,13.0
186,2,10,2.6,TRUNK,Opp Zhongshan Mall,Does Not Have Interchange,11.0,13.0
186,2,11,2.9,TRUNK,Aft Irrawaddy Rd,Does Not Have Interchange,11.0,13.0
186,2,12,3.4,TRUNK,Opp Old Police Academy,Does Not Have Interchange,11.0,13.0
186,2,13,4.0,TRUNK,Catholic JC,Does Not Have Interchange,11.0,13.0
186,2,14,4.9,TRUNK,St. Joseph'S Instn,Does Not Have Interchange,11.0,13.0
186,2,15,5.2,TRUNK,Aft Tanglin CC,Does Not Have Interchange,11.0,13.0
186,2,16,5.7,TRUNK,Bef Lewis Rd,Does Not Have Interchange,11.0,13.0
186,2,17,6.2,TRUNK,NUS Bt Timah Campus,Does Not Have Interchange,11.0,13.0
186,2,18,6.6,TRUNK,Botanic Gdns Stn,Does Not Have Interchange,11.0,13.0
186,2,19,7.1,TRUNK,Opp Lutheran Twrs,Does Not Have Interchange,11.0,13.0
186,2,20,7.4,TRUNK,Opp St. Margaret's Sec Sch,Does Not Have Interchange,11.0,13.0
186,2,21,7.8,TRUNK,Farrer Rd Stn Exit A,Does Not Have Interchange,11.0,13.0
186,2,22,8.1,TRUNK,Spanish Village,Does Not Have Interchange,11.0,13.0
186,2,23,8.4,TRUNK,Opp Tulip Gdn,Does Not Have Interchange,11.0,13.0
186,2,24,8.8,TRUNK,Opp Holland Hill Lodge,Does Not Have Interchange,11.0,13.0
186,2,25,9.3,TRUNK,Opp Blk 95,Does Not Have Interchange,11.0,13.0
186,2,26,9.6,TRUNK,Queensway Sec Sch,Does Not Have Interchange,11.0,13.0
186,2,27,10.2,TRUNK,Aft Ch Of Our Saviour,Does Not Have Interchange,11.0,13.0
186,2,28,10.6,TRUNK,Queenstown Stn Exit B/C,Does Not Have Interchange,11.0,13.0
186,2,29,10.9,TRUNK,Blk 53A CP,Does Not Have Interchange,11.0,13.0
186,2,30,11.4,TRUNK,Aft Dawson Rd,Does Not Have Interchange,11.0,13.0
186,2,31,11.7,TRUNK,Opp SIS Bldg,Does Not Have Interchange,11.0,13.0
186,2,32,12.1,TRUNK,Tanglin View,Does Not Have Interchange,11.0,13.0
186,2,33,12.4,TRUNK,Opp Delta Sports Hall,Does Not Have Interchange,11.0,13.0
186,2,34,12.8,TRUNK,Opp Gan Eng Seng Sec Sch,Does Not Have Interchange,11.0,13.0
186,2,35,13.3,TRUNK,Blk 79,Does Not Have Interchange,11.0,13.0
186,2,36,13.6,TRUNK,Opp Harvest Mans,Does Not Have Interchange,11.0,13.0
186,2,37,13.9,TRUNK,Opp Holiday Inn Atrium,Does Not Have Interchange,11.0,13.0
186,2,38,14.2,TRUNK,Opp Hotel Miramar,Does Not Have Interchange,11.0,13.0
186,2,39,14.6,TRUNK,River Pl Condo,Does Not Have Interchange,11.0,13.0
186,2,40,15.0,TRUNK,Ctrl Sq,Does Not Have Interchange,11.0,13.0
186,2,41,15.4,TRUNK,Hong Lim Pk,Does Not Have Interchange,11.0,13.0
186,2,42,15.8,TRUNK,OCBC Ctr,Does Not Have Interchange,11.0,13.0
186,2,43,16.4,TRUNK,One Raffles Quay,Does Not Have Interchange,11.0,13.0
186,2,44,16.8,TRUNK,UIC Bldg,Does Not Have Interchange,11.0,13.0
186,2,45,17.4,TRUNK,Opp MAS Bldg,Does Not Have Interchange,11.0,13.0
186,2,46,17.6,TRUNK,Shenton Way Ter,Does Not Have Interchange,11.0,13.0
187,1,1,0.0,TRUNK,W'Lands Temp Int,Has Interchange,7.0,7.0
187,1,2,0.9,TRUNK,Blk 347,Does Not Have Interchange,7.0,7.0
187,1,3,1.3,TRUNK,Blk 320,Does Not Have Interchange,7.0,7.0
187,1,4,1.7,TRUNK,Opp Marsiling Stn,Does Not Have Interchange,7.0,7.0
187,1,5,2.0,TRUNK,Blk 402,Does Not Have Interchange,7.0,7.0
187,1,7,9.4,TRUNK,Blk 223,Does Not Have Interchange,7.0,7.0
187,1,8,10.0,TRUNK,Opp Zhenghua Pr Sch,Does Not Have Interchange,7.0,7.0
187,1,9,10.4,TRUNK,Blk 174,Does Not Have Interchange,7.0,7.0
187,1,10,10.8,TRUNK,Blk 183,Does Not Have Interchange,7.0,7.0
187,1,11,11.5,TRUNK,Opp Phoenix Stn,Does Not Have Interchange,7.0,7.0
187,1,12,11.8,TRUNK,Opp Blk 26,Does Not Have Interchange,7.0,7.0
187,1,13,12.3,TRUNK,Bt Batok Fire Stn,Does Not Have Interchange,7.0,7.0
187,1,14,12.8,TRUNK,Bef Bt Batok West Ave 5,Does Not Have Interchange,7.0,7.0
187,1,15,13.2,TRUNK,Opp Bt Batok Driving Ctr,Does Not Have Interchange,7.0,7.0
187,1,16,13.6,TRUNK,Opp HomeTeamNS,Does Not Have Interchange,7.0,7.0
187,1,17,13.9,TRUNK,Blk 334,Does Not Have Interchange,7.0,7.0
187,1,18,14.1,TRUNK,Blk 331,Does Not Have Interchange,7.0,7.0
187,1,19,14.6,TRUNK,Blk 315,Does Not Have Interchange,7.0,7.0
