ServiceNo,Direction,StopSequence,Distance,Category,Description,Interchange,Freq_of_Buses_during_Peak_Period,Freq_of_Buses_during_OffPeak_Period
358,1,10,3.4,TOWNLINK,Opp Blk 601,Does Not Have Interchange,5.0,6.0
358,1,11,3.8,TOWNLINK,Opp Blk 500A,Does Not Have Interchange,5.0,6.0
358,1,12,4.5,TOWNLINK,Pasir Ris Int,Has Interchange,5.0,6.0
358,1,13,5.3,TOWNLINK,Downtown East,Does Not Have Interchange,5.0,6.0
358,1,14,5.7,TOWNLINK,Blk 467,Does Not Have Interchange,5.0,6.0
358,1,15,6.1,TOWNLINK,Blk 446,Does Not Have Interchange,5.0,6.0
358,1,16,6.3,TOWNLINK,Blk 442,Does Not Have Interchange,5.0,6.0
358,1,17,6.6,TOWNLINK,Opp Blk 216,Does Not Have Interchange,5.0,6.0
358,1,18,7.0,TOWNLINK,Opp Blk 230,Does Not Have Interchange,5.0,6.0
358,1,19,7.2,TOWNLINK,Opp Blk 482,Does Not Have Interchange,5.0,6.0
358,1,20,7.6,TOWNLINK,Bet Blks 453/454,Does Not Have Interchange,5.0,6.0
358,1,21,7.9,TOWNLINK,Blk 405,Does Not Have Interchange,5.0,6.0
358,1,22,8.3,TOWNLINK,Opp Downtown East,Does Not Have Interchange,5.0,6.0
358,1,23,8.9,TOWNLINK,Pasir Ris Int,Has Interchange,5.0,6.0
359,1,1,0.0,TOWNLINK,Pasir Ris Int,Has Interchange,5.0,6.0
359,1,2,0.7,TOWNLINK,Blk 500A,Does Not Have Interchange,5.0,6.0
359,1,3,1.1,TOWNLINK,Aft Blk 601,Does Not Have Interchange,5.0,6.0
359,1,4,1.4,TOWNLINK,Blk 626,Does Not Have Interchange,5.0,6.0
359,1,5,1.9,TOWNLINK,Blk 713,Does Not Have Interchange,5.0,6.0
359,1,6,2.3,TOWNLINK,Blk 717,Does Not Have Interchange,5.0,6.0
359,1,7,2.6,TOWNLINK,Aft Pasir Ris St 72,Does Not Have Interchange,5.0,6.0
359,1,8,2.9,TOWNLINK,Blk 738,Does Not Have Interchange,5.0,6.0
359,1,9,3.2,TOWNLINK,Meridian JC,Does Not Have Interchange,5.0,6.0
359,1,10,3.4,TOWNLINK,Blk 753,Does Not Have Interchange,5.0,6.0
359,1,11,3.9,TOWNLINK,Aft Pasir Ris Ind Dr 1,Does Not Have Interchange,5.0,6.0
359,1,12,4.2,TOWNLINK,Opp Blk 717,Does Not Have Interchange,5.0,6.0
359,1,13,4.6,TOWNLINK,Opp Blk 713,Does Not Have Interchange,5.0,6.0
359,1,14,5.0,TOWNLINK,Opp Blk 626,Does Not Have Interchange,5.0,6.0
359,1,15,5.4,TOWNLINK,Opp Blk 601,Does Not Have Interchange,5.0,6.0
359,1,16,5.8,TOWNLINK,Opp Blk 500A,Does Not Have Interchange,5.0,6.0
359,1,17,6.5,TOWNLINK,Pasir Ris Int,Has Interchange,5.0,6.0
359,1,18,7.2,TOWNLINK,Pasir Ris Town Pk,Does Not Have Interchange,5.0,6.0
359,1,19,7.6,TOWNLINK,Blk 569,Does Not Have Interchange,5.0,6.0
359,1,20,7.9,TOWNLINK,Blk 564,Does Not Have Interchange,5.0,6.0
359,1,21,8.2,TOWNLINK,Opp Blk 555,Does Not Have Interchange,5.0,6.0
359,1,22,8.6,TOWNLINK,Blk 425,Does Not Have Interchange,5.0,6.0
359,1,23,8.9,TOWNLINK,Blk 108,Does Not Have Interchange,5.0,6.0
359,1,24,9.4,TOWNLINK,Bef Blk 187,Does Not Have Interchange,5.0,6.0
359,1,25,9.8,TOWNLINK,Aft Blk 182,Does Not Have Interchange,5.0,6.0
359,1,26,10.0,TOWNLINK,Blk 197,Does Not Have Interchange,5.0,6.0
359,1,27,10.4,TOWNLINK,Blk 104,Does Not Have Interchange,5.0,6.0
359,1,28,10.8,TOWNLINK,Blk 115,Does Not Have Interchange,5.0,6.0
359,1,29,11.3,TOWNLINK,Blk 555,Does Not Have Interchange,5.0,6.0
359,1,30,11.5,TOWNLINK,Blk 562,Does Not Have Interchange,5.0,6.0
359,1,31,11.8,TOWNLINK,Opp Blk 569,Does Not Have Interchange,5.0,6.0
359,1,32,12.2,TOWNLINK,Opp Pasir Ris Town Pk,Does Not Have Interchange,5.0,6.0
359,1,33,12.7,TOWNLINK,Pasir Ris Int,Has Interchange,5.0,6.0
35M,1,1,0.0,TRUNK,Bedok Int,Has Interchange,0.0,7.0
35M,1,2,0.7,TRUNK,Bedok Stn Exit B,Does Not Have Interchange,0.0,7.0
35M,1,3,1.2,TRUNK,Blk 221A,Does Not Have Interchange,0.0,7.0
35M,1,4,1.8,TRUNK,Bedok Sports Cplx,Does Not Have Interchange,0.0,7.0
35M,1,5,2.1,TRUNK,The Tanamera Condo,Does Not Have Interchange,0.0,7.0
35M,1,6,2.6,TRUNK,Tanah Merah Stn Exit B,Does Not Have Interchange,0.0,7.0
35M,1,9,4.1,TRUNK,S'pore Expo,Does Not Have Interchange,0.0,7.0
35M,1,10,4.5,TRUNK,CEVA Freight,Does Not Have Interchange,0.0,7.0
35M,1,11,5.0,TRUNK,Builders Ctr,Does Not Have Interchange,0.0,7.0
35M,1,12,8.8,TRUNK,Tanah Merah Ferry Ter,Does Not Have Interchange,0.0,7.0
35M,1,13,12.5,TRUNK,LAGUNA NATL COUNTRY CLUB,Does Not Have Interchange,0.0,7.0
35M,1,14,12.9,TRUNK,Opp Global Logistics Ctr,Does Not Have Interchange,0.0,7.0
35M,1,15,13.2,TRUNK,DB Schenker,Does Not Have Interchange,0.0,7.0
35M,1,16,13.5,TRUNK,Opp S'pore Expo,Does Not Have Interchange,0.0,7.0
35M,1,19,14.9,TRUNK,Tanah Merah Stn Exit A,Does Not Have Interchange,0.0,7.0
35M,1,20,15.4,TRUNK,Blk 55,Does Not Have Interchange,0.0,7.0
35M,1,21,15.7,TRUNK,Blk 65,Does Not Have Interchange,0.0,7.0
35M,1,22,16.2,TRUNK,Blk 27,Does Not Have Interchange,0.0,7.0
35M,1,23,16.9,TRUNK,Bedok Stn Exit A,Does Not Have Interchange,0.0,7.0
35M,1,24,17.6,TRUNK,Bedok Int,Has Interchange,0.0,7.0
36,1,1,0.0,TRUNK,Changi Airport PTB2,Does Not Have Interchange,8.0,8.0
36,1,2,1.1,TRUNK,Aft Changi Airport PTB2,Does Not Have Interchange,8.0,8.0
36,1,3,2.6,TRUNK,CHANGI AIRPORT PTB4,Does Not Have Interchange,8.0,8.0
36,1,4,7.9,TRUNK,Aft E.C. Sea Sports Club,Does Not Have Interchange,8.0,8.0
36,1,5,10.6,TRUNK,Lagoon View,Does Not Have Interchange,8.0,8.0
36,1,6,11.0,TRUNK,Laguna Pk,Does Not Have Interchange,8.0,8.0
36,1,7,11.3,TRUNK,Victoria Sch,Does Not Have Interchange,8.0,8.0
36,1,8,11.7,TRUNK,Mandarin Gdns,Does Not Have Interchange,8.0,8.0
36,1,9,12.1,TRUNK,Neptune Ct,Does Not Have Interchange,8.0,8.0
36,1,10,12.5,TRUNK,CHIJ Katong Convent,Does Not Have Interchange,8.0,8.0
36,1,11,12.8,TRUNK,Blk 57,Does Not Have Interchange,8.0,8.0
36,1,12,13.3,TRUNK,Tao Nan Sch,Does Not Have Interchange,8.0,8.0
36,1,13,13.7,TRUNK,Bet Blks 72/74,Does Not Have Interchange,8.0,8.0
36,1,14,14.0,TRUNK,Parkway Parade,Does Not Have Interchange,8.0,8.0
36,1,15,14.8,TRUNK,Amber Gdns,Does Not Have Interchange,8.0,8.0
36,1,16,15.1,TRUNK,One Amber,Does Not Have Interchange,8.0,8.0
36,1,17,15.4,TRUNK,Opp Tg Katong Rd Sth P/G,Does Not Have Interchange,8.0,8.0
36,1,19,20.6,TRUNK,Suntec Twr Three,Does Not Have Interchange,8.0,8.0
36,1,20,20.9,TRUNK,Opp Suntec Convention Ctr,Does Not Have Interchange,8.0,8.0
36,1,21,21.2,TRUNK,Pan Pacific Hotel,Does Not Have Interchange,8.0,8.0
36,1,22,21.4,TRUNK,Opp The Ritz-Carlton,Does Not Have Interchange,8.0,8.0
36,1,23,21.8,TRUNK,Seating Gallery,Does Not Have Interchange,8.0,8.0
36,1,24,22.1,TRUNK,The Esplanade,Does Not Have Interchange,8.0,8.0
36,1,25,22.8,TRUNK,Capitol Bldg,Does Not Have Interchange,8.0,8.0
36,1,26,23.2,TRUNK,SMU,Does Not Have Interchange,8.0,8.0
36,1,27,23.5,TRUNK,YMCA,Does Not Have Interchange,8.0,8.0
36,1,28,23.8,TRUNK,Dhoby Ghaut Stn,Does Not Have Interchange,8.0,8.0
36,1,29,24.3,TRUNK,Winsland Hse,Does Not Have Interchange,8.0,8.0
36,1,30,24.6,TRUNK,Somerset Stn,Does Not Have Interchange,8.0,8.0
36,1,31,24.9,TRUNK,Natl Youth Council,Does Not Have Interchange,8.0,8.0
36,1,32,25.4,TRUNK,Bef Orchard Stn Exit B,Does Not Have Interchange,8.0,8.0
36,1,33,25.9,TRUNK,Opp Four Seasons Hotel,Does Not Have Interchange,8.0,8.0
36,1,34,26.4,TRUNK,The Regent S'pore,Does Not Have Interchange,8.0,8.0
36,1,35,26.5,TRUNK,Aft Tomlinson Rd,Does Not Have Interchange,8.0,8.0
36,1,36,26.8,TRUNK,Delfi Orchard,Does Not Have Interchange,8.0,8.0
36,1,37,27.1,TRUNK,Royal Thai Embassy,Does Not Have Interchange,8.0,8.0
36,1,38,27.4,TRUNK,Orchard Stn/Tang Plaza,Does Not Have Interchange,8.0,8.0
36,1,39,27.9,TRUNK,Opp Mandarin Orchard,Does Not Have Interchange,8.0,8.0
36,1,40,28.6,TRUNK,Concorde Hotel S'pore,Does Not Have Interchange,8.0,8.0
36,1,41,29.0,TRUNK,Dhoby Ghaut Stn,Does Not Have Interchange,8.0,8.0
36,1,42,29.5,TRUNK,BENCOOLEN STN EXIT B,Does Not Have Interchange,8.0,8.0
36,1,43,29.8,TRUNK,AFT BRAS BASAH STN EXIT A,Does Not Have Interchange,8.0,8.0
36,1,44,30.2,TRUNK,Raffles Hotel,Does Not Have Interchange,8.0,8.0
36,1,45,30.8,TRUNK,Suntec Convention Ctr,Does Not Have Interchange,8.0,8.0
36,1,46,31.5,TRUNK,Promenade Stn,Does Not Have Interchange,8.0,8.0
36,1,50,37.2,TRUNK,Tg Katong Rd Sth P/G,Does Not Have Interchange,8.0,8.0
36,1,52,37.9,TRUNK,Opp Amber Gdns,Does Not Have Interchange,8.0,8.0
36,1,53,38.5,TRUNK,Opp Parkway Parade,Does Not Have Interchange,8.0,8.0
36,1,54,38.9,TRUNK,Opp Blk 72,Does Not Have Interchange,8.0,8.0
36,1,55,39.3,TRUNK,CHIJ Katong Convent (Pr),Does Not Have Interchange,8.0,8.0
36,1,56,39.8,TRUNK,Opp Blk 57,Does Not Have Interchange,8.0,8.0
36,1,57,40.1,TRUNK,St. Patrick's Sec Sch,Does Not Have Interchange,8.0,8.0
36,1,58,40.5,TRUNK,Opp Neptune Ct,Does Not Have Interchange,8.0,8.0
36,1,59,40.9,TRUNK,Opp Mandarin Gdns,Does Not Have Interchange,8.0,8.0
36,1,60,41.2,TRUNK,Opp Mandarin Gdns,Does Not Have Interchange,8.0,8.0
36,1,61,41.5,TRUNK,Siglap Link,Does Not Have Interchange,8.0,8.0
36,1,63,49.2,TRUNK,Airport Police Stn,Does Not Have Interchange,8.0,8.0
36,1,64,49.7,TRUNK,Bef Changi Airport PTB3,Does Not Have Interchange,8.0,8.0
36,1,65,51.1,TRUNK,Changi Airport PTB3,Does Not Have Interchange,8.0,8.0
36,1,66,51.9,TRUNK,Changi Airport PTB1,Does Not Have Interchange,8.0,8.0
36,1,67,52.7,TRUNK,Changi Airport PTB2,Does Not Have Interchange,8.0,8.0
36A,1,1,0.0,TRUNK,Changi Airport PTB2,Does Not Have Interchange,0.0,5.0
36A,1,2,1.1,TRUNK,Aft Changi Airport PTB2,Does Not Have Interchange,0.0,5.0
36A,1,3,7.1,TRUNK,Aft E.C. Sea Sports Club,Does Not Have Interchange,0.0,5.0
36A,1,4,9.8,TRUNK,Lagoon View,Does Not Have Interchange,0.0,5.0
36A,1,5,10.2,TRUNK,Laguna Pk,Does Not Have Interchange,0.0,5.0
36A,1,6,10.5,TRUNK,Victoria Sch,Does Not Have Interchange,0.0,5.0
36A,1,7,10.9,TRUNK,Mandarin Gdns,Does Not Have Interchange,0.0,5.0
36A,1,8,11.3,TRUNK,Neptune Ct,Does Not Have Interchange,0.0,5.0
36A,1,9,11.7,TRUNK,CHIJ Katong Convent,Does Not Have Interchange,0.0,5.0
36A,1,10,12.0,TRUNK,Blk 57,Does Not Have Interchange,0.0,5.0
36A,1,11,12.5,TRUNK,Tao Nan Sch,Does Not Have Interchange,0.0,5.0
36A,1,12,12.9,TRUNK,Bet Blks 72/74,Does Not Have Interchange,0.0,5.0
36A,1,13,13.2,TRUNK,Parkway Parade,Does Not Have Interchange,0.0,5.0
36A,1,14,14.0,TRUNK,Amber Gdns,Does Not Have Interchange,0.0,5.0
36A,1,15,14.3,TRUNK,One Amber,Does Not Have Interchange,0.0,5.0
36A,1,16,14.6,TRUNK,Opp Tg Katong Rd Sth P/G,Does Not Have Interchange,0.0,5.0
36A,1,18,19.8,TRUNK,Suntec Twr Three,Does Not Have Interchange,0.0,5.0
36A,1,19,20.1,TRUNK,Opp Suntec Convention Ctr,Does Not Have Interchange,0.0,5.0
36A,1,20,20.4,TRUNK,Pan Pacific Hotel,Does Not Have Interchange,0.0,5.0
36A,1,21,20.6,TRUNK,Opp The Ritz-Carlton,Does Not Have Interchange,0.0,5.0
36A,1,22,21.0,TRUNK,Seating Gallery,Does Not Have Interchange,0.0,5.0
36A,1,23,21.3,TRUNK,The Esplanade,Does Not Have Interchange,0.0,5.0
36A,1,24,22.0,TRUNK,Capitol Bldg,Does Not Have Interchange,0.0,5.0
36A,1,25,22.4,TRUNK,SMU,Does Not Have Interchange,0.0,5.0
36A,1,26,22.7,TRUNK,YMCA,Does Not Have Interchange,0.0,5.0
36A,1,27,23.0,TRUNK,Dhoby Ghaut Stn,Does Not Have Interchange,0.0,5.0
36A,1,28,23.5,TRUNK,Winsland Hse,Does Not Have Interchange,0.0,5.0
36A,1,29,23.8,TRUNK,Somerset Stn,Does Not Have Interchange,0.0,5.0
36A,1,30,24.1,TRUNK,Natl Youth Council,Does Not Have Interchange,0.0,5.0
36A,1,31,24.6,TRUNK,Bef Orchard Stn Exit B,Does Not Have Interchange,0.0,5.0
36A,1,32,25.1,TRUNK,Opp Four Seasons Hotel,Does Not Have Interchange,0.0,5.0
36A,1,33,25.6,TRUNK,The Regent S'pore,Does Not Have Interchange,0.0,5.0
36B,1,1,9.8,TRUNK,Lagoon View,Does Not Have Interchange,8.0,4.0
36B,1,1,9.8,TRUNK,Lagoon View,Does Not Have Interchange,8.0,4.0
36B,1,2,10.2,TRUNK,Laguna Pk,Does Not Have Interchange,8.0,4.0
36B,1,2,10.2,TRUNK,Laguna Pk,Does Not Have Interchange,8.0,4.0
36B,1,3,10.5,TRUNK,Victoria Sch,Does Not Have Interchange,8.0,4.0
36B,1,3,10.5,TRUNK,Victoria Sch,Does Not Have Interchange,8.0,4.0
36B,1,4,10.9,TRUNK,Mandarin Gdns,Does Not Have Interchange,8.0,4.0
36B,1,4,10.9,TRUNK,Mandarin Gdns,Does Not Have Interchange,8.0,4.0
36B,1,5,11.3,TRUNK,Neptune Ct,Does Not Have Interchange,8.0,4.0
36B,1,5,11.3,TRUNK,Neptune Ct,Does Not Have Interchange,8.0,4.0
36B,1,6,11.7,TRUNK,CHIJ Katong Convent,Does Not Have Interchange,8.0,4.0
36B,1,6,11.7,TRUNK,CHIJ Katong Convent,Does Not Have Interchange,8.0,4.0
36B,1,7,12.0,TRUNK,Blk 57,Does Not Have Interchange,8.0,4.0
36B,1,7,12.0,TRUNK,Blk 57,Does Not Have Interchange,8.0,4.0
36B,1,8,12.5,TRUNK,Tao Nan Sch,Does Not Have Interchange,8.0,4.0
36B,1,8,12.5,TRUNK,Tao Nan Sch,Does Not Have Interchange,8.0,4.0
36B,1,9,12.9,TRUNK,Bet Blks 72/74,Does Not Have Interchange,8.0,4.0
36B,1,9,12.9,TRUNK,Bet Blks 72/74,Does Not Have Interchange,8.0,4.0
36B,1,10,13.2,TRUNK,Parkway Parade,Does Not Have Interchange,8.0,4.0
36B,1,10,13.2,TRUNK,Parkway Parade,Does Not Have Interchange,8.0,4.0
36B,1,11,14.0,TRUNK,Amber Gdns,Does Not Have Interchange,8.0,4.0
36B,1,11,14.0,TRUNK,Amber Gdns,Does Not Have Interchange,8.0,4.0
36B,1,12,14.3,TRUNK,One Amber,Does Not Have Interchange,8.0,4.0
36B,1,12,14.3,TRUNK,One Amber,Does Not Have Interchange,8.0,4.0
36B,1,13,14.6,TRUNK,Opp Tg Katong Rd Sth P/G,Does Not Have Interchange,8.0,4.0
36B,1,13,14.6,TRUNK,Opp Tg Katong Rd Sth P/G,Does Not Have Interchange,8.0,4.0
36B,1,15,19.8,TRUNK,Suntec Twr Three,Does Not Have Interchange,8.0,4.0
36B,1,15,19.8,TRUNK,Suntec Twr Three,Does Not Have Interchange,8.0,4.0
36B,1,16,20.1,TRUNK,Opp Suntec Convention Ctr,Does Not Have Interchange,8.0,4.0
36B,1,16,20.1,TRUNK,Opp Suntec Convention Ctr,Does Not Have Interchange,8.0,4.0
36B,1,17,20.4,TRUNK,Pan Pacific Hotel,Does Not Have Interchange,8.0,4.0
36B,1,17,20.4,TRUNK,Pan Pacific Hotel,Does Not Have Interchange,8.0,4.0
36B,1,18,20.6,TRUNK,Opp The Ritz-Carlton,Does Not Have Interchange,8.0,4.0
36B,1,18,20.6,TRUNK,Opp The Ritz-Carlton,Does Not Have Interchange,8.0,4.0
36B,1,19,21.0,TRUNK,Seating Gallery,Does Not Have Interchange,8.0,4.0
36B,1,19,21.0,TRUNK,Seating Gallery,Does Not Have Interchange,8.0,4.0
36B,1,20,21.3,TRUNK,The Esplanade,Does Not Have Interchange,8.0,4.0
36B,1,20,21.3,TRUNK,The Esplanade,Does Not Have Interchange,8.0,4.0
36B,1,21,22.0,TRUNK,Capitol Bldg,Does Not Have Interchange,8.0,4.0
36B,1,21,22.0,TRUNK,Capitol Bldg,Does Not Have Interchange,8.0,4.0
36B,1,22,22.4,TRUNK,SMU,Does Not Have Interchange,8.0,4.0
36B,1,22,22.4,TRUNK,SMU,Does Not Have Interchange,8.0,4.0
36B,1,23,22.7,TRUNK,YMCA,Does Not Have Interchange,8.0,4.0
36B,1,23,22.7,TRUNK,YMCA,Does Not Have Interchange,8.0,4.0
36B,1,24,23.0,TRUNK,Dhoby Ghaut Stn,Does Not Have Interchange,8.0,4.0
36B,1,24,23.0,TRUNK,Dhoby Ghaut Stn,Does Not Have Interchange,8.0,4.0
36B,1,25,23.5,TRUNK,Winsland Hse,Does Not Have Interchange,8.0,4.0
36B,1,25,23.5,TRUNK,Winsland Hse,Does Not Have Interchange,8.0,4.0
36B,1,26,23.8,TRUNK,Somerset Stn,Does Not Have Interchange,8.0,4.0
36B,1,26,23.8,TRUNK,Somerset Stn,Does Not Have Interchange,8.0,4.0
36B,1,27,24.1,TRUNK,Natl Youth Council,Does Not Have Interchange,8.0,4.0
36B,1,27,24.1,TRUNK,Natl Youth Council,Does Not Have Interchange,8.0,4.0
36B,1,28,24.6,TRUNK,Bef Orchard Stn Exit B,Does Not Have Interchange,8.0,4.0
36B,1,28,24.6,TRUNK,Bef Orchard Stn Exit B,Does Not Have Interchange,8.0,4.0
36B,1,29,25.1,TRUNK,Opp Four Seasons Hotel,Does Not Have Interchange,8.0,4.0
36B,1,29,25.1,TRUNK,Opp Four Seasons Hotel,Does Not Have Interchange,8.0,4.0
36B,1,30,25.6,TRUNK,The Regent S'pore,Does Not Have Interchange,8.0,4.0
36B,1,30,25.6,TRUNK,The Regent S'pore,Does Not Have Interchange,8.0,4.0
36B,1,31,25.7,TRUNK,Aft Tomlinson Rd,Does Not Have Interchange,8.0,4.0
36B,1,31,25.7,TRUNK,Aft Tomlinson Rd,Does Not Have Interchange,8.0,4.0
36B,1,32,26.0,TRUNK,Delfi Orchard,Does Not Have Interchange,8.0,4.0
36B,1,32,26.0,TRUNK,Delfi Orchard,Does Not Have Interchange,8.0,4.0
36B,1,33,26.3,TRUNK,Royal Thai Embassy,Does Not Have Interchange,8.0,4.0
36B,1,33,26.3,TRUNK,Royal Thai Embassy,Does Not Have Interchange,8.0,4.0
36B,1,34,26.6,TRUNK,Orchard Stn/Tang Plaza,Does Not Have Interchange,8.0,4.0
36B,1,34,26.6,TRUNK,Orchard Stn/Tang Plaza,Does Not Have Interchange,8.0,4.0
36B,1,35,27.1,TRUNK,Opp Mandarin Orchard,Does Not Have Interchange,8.0,4.0
36B,1,35,27.1,TRUNK,Opp Mandarin Orchard,Does Not Have Interchange,8.0,4.0
36B,1,36,27.8,TRUNK,Concorde Hotel S'pore,Does Not Have Interchange,8.0,4.0
36B,1,36,27.8,TRUNK,Concorde Hotel S'pore,Does Not Have Interchange,8.0,4.0
36B,1,37,28.2,TRUNK,Dhoby Ghaut Stn,Does Not Have Interchange,8.0,4.0
36B,1,37,28.2,TRUNK,Dhoby Ghaut Stn,Does Not Have Interchange,8.0,4.0
36B,1,38,28.7,TRUNK,BENCOOLEN STN EXIT B,Does Not Have Interchange,8.0,4.0
36B,1,38,28.7,TRUNK,BENCOOLEN STN EXIT B,Does Not Have Interchange,8.0,4.0
36B,1,39,29.0,TRUNK,AFT BRAS BASAH STN EXIT A,Does Not Have Interchange,8.0,4.0
36B,1,39,29.0,TRUNK,AFT BRAS BASAH STN EXIT A,Does Not Have Interchange,8.0,4.0
36B,1,40,29.4,TRUNK,Raffles Hotel,Does Not Have Interchange,8.0,4.0
36B,1,40,29.4,TRUNK,Raffles Hotel,Does Not Have Interchange,8.0,4.0
36B,1,41,30.0,TRUNK,Suntec Convention Ctr,Does Not Have Interchange,8.0,4.0
36B,1,41,30.0,TRUNK,Suntec Convention Ctr,Does Not Have Interchange,8.0,4.0
36B,1,42,30.7,TRUNK,Promenade Stn,Does Not Have Interchange,8.0,4.0
36B,1,42,30.7,TRUNK,Promenade Stn,Does Not Have Interchange,8.0,4.0
36B,1,46,36.4,TRUNK,Tg Katong Rd Sth P/G,Does Not Have Interchange,8.0,4.0
36B,1,46,36.4,TRUNK,Tg Katong Rd Sth P/G,Does Not Have Interchange,8.0,4.0
36B,1,48,37.1,TRUNK,Opp Amber Gdns,Does Not Have Interchange,8.0,4.0
36B,1,48,37.1,TRUNK,Opp Amber Gdns,Does Not Have Interchange,8.0,4.0
36B,1,49,37.7,TRUNK,Opp Parkway Parade,Does Not Have Interchange,8.0,4.0
36B,1,49,37.7,TRUNK,Opp Parkway Parade,Does Not Have Interchange,8.0,4.0
36B,1,50,38.1,TRUNK,Opp Blk 72,Does Not Have Interchange,8.0,4.0
36B,1,50,38.1,TRUNK,Opp Blk 72,Does Not Have Interchange,8.0,4.0
36B,1,51,38.5,TRUNK,CHIJ Katong Convent (Pr),Does Not Have Interchange,8.0,4.0
36B,1,51,38.5,TRUNK,CHIJ Katong Convent (Pr),Does Not Have Interchange,8.0,4.0
36B,1,52,39.0,TRUNK,Opp Blk 57,Does Not Have Interchange,8.0,4.0
36B,1,52,39.0,TRUNK,Opp Blk 57,Does Not Have Interchange,8.0,4.0
36B,1,53,39.3,TRUNK,St. Patrick's Sec Sch,Does Not Have Interchange,8.0,4.0
36B,1,53,39.3,TRUNK,St. Patrick's Sec Sch,Does Not Have Interchange,8.0,4.0
36B,1,54,39.7,TRUNK,Opp Neptune Ct,Does Not Have Interchange,8.0,4.0
36B,1,54,39.7,TRUNK,Opp Neptune Ct,Does Not Have Interchange,8.0,4.0
36B,1,55,40.1,TRUNK,Opp Mandarin Gdns,Does Not Have Interchange,8.0,4.0
36B,1,55,40.1,TRUNK,Opp Mandarin Gdns,Does Not Have Interchange,8.0,4.0
36B,1,56,40.4,TRUNK,Opp Mandarin Gdns,Does Not Have Interchange,8.0,4.0
36B,1,56,40.4,TRUNK,Opp Mandarin Gdns,Does Not Have Interchange,8.0,4.0
37,1,1,0.0,TRUNK,Tampines Int,Has Interchange,9.0,10.0
37,1,2,0.5,TRUNK,BLK 401,Does Not Have Interchange,9.0,10.0
37,1,3,0.8,TRUNK,Blk 423,Does Not Have Interchange,9.0,10.0
37,1,4,1.1,TRUNK,Blk 449,Does Not Have Interchange,9.0,10.0
37,1,5,1.4,TRUNK,TAMPINES EAST STN EXIT A,Does Not Have Interchange,9.0,10.0
37,1,6,1.8,TRUNK,Tampines JC/Opp Blk 390,Does Not Have Interchange,9.0,10.0
37,1,7,2.1,TRUNK,Blk 497D,Does Not Have Interchange,9.0,10.0
37,1,8,3.4,TRUNK,The Japanese Sch,Does Not Have Interchange,9.0,10.0
37,1,9,3.7,TRUNK,Aft Upp Changi Rd Nth,Does Not Have Interchange,9.0,10.0
37,1,10,4.1,TRUNK,Aft Changi Nth St 2,Does Not Have Interchange,9.0,10.0
37,1,11,4.5,TRUNK,Edwards Lifesciences,Does Not Have Interchange,9.0,10.0
37,1,12,4.9,TRUNK,Opp SATS Catering,Does Not Have Interchange,9.0,10.0
37,1,13,5.3,TRUNK,Seamap,Does Not Have Interchange,9.0,10.0
37,1,14,5.7,TRUNK,SATS Maintenance Ctr 2,Does Not Have Interchange,9.0,10.0
37,1,15,5.9,TRUNK,SATS Catering,Does Not Have Interchange,9.0,10.0
37,1,16,6.3,TRUNK,Opp Edwards Lifesciences,Does Not Have Interchange,9.0,10.0
37,1,17,6.9,TRUNK,Bef Vicom,Does Not Have Interchange,9.0,10.0
37,1,18,7.1,TRUNK,Aft VICOM,Does Not Have Interchange,9.0,10.0
37,1,19,7.5,TRUNK,Opp Salvation Army,Does Not Have Interchange,9.0,10.0
37,1,20,8.7,TRUNK,Blk 370,Does Not Have Interchange,9.0,10.0
37,1,21,9.0,TRUNK,Blk 390/Opp Tampines JC,Does Not Have Interchange,9.0,10.0
37,1,22,9.4,TRUNK,OPP TAMPINES EAST STN,Does Not Have Interchange,9.0,10.0
37,1,23,9.7,TRUNK,Blk 230E,Does Not Have Interchange,9.0,10.0
37,1,24,10.1,TRUNK,Blk 233,Does Not Have Interchange,9.0,10.0
37,1,25,10.4,TRUNK,BLK 503,Does Not Have Interchange,9.0,10.0
37,1,26,10.7,TRUNK,Tampines Int,Has Interchange,9.0,10.0
371,1,1,0.0,FEEDER,Sengkang Int,Has Interchange,10.0,8.0
371,1,2,0.4,FEEDER,Opp Blk 241,Does Not Have Interchange,10.0,8.0
371,1,3,0.8,FEEDER,Blk 259C,Does Not Have Interchange,10.0,8.0
371,1,4,1.1,FEEDER,Compassvale Stn Exit B,Does Not Have Interchange,10.0,8.0
371,1,5,1.6,FEEDER,Rivervale Pr Sch,Does Not Have Interchange,10.0,8.0
371,1,6,2.0,FEEDER,Rumbia Stn Exit B/Blk 153,Does Not Have Interchange,10.0,8.0
371,1,7,2.5,FEEDER,Opp Blk 178A,Does Not Have Interchange,10.0,8.0
371,1,8,3.0,FEEDER,Blk 156A CP,Does Not Have Interchange,10.0,8.0
371,1,9,3.5,FEEDER,Opp Rivervale Pr Sch,Does Not Have Interchange,10.0,8.0
371,1,10,4.0,FEEDER,Compassvale Stn Exit A,Does Not Have Interchange,10.0,8.0
371,1,11,4.3,FEEDER,Blk 248A,Does Not Have Interchange,10.0,8.0
371,1,12,4.7,FEEDER,Sengkang Int,Has Interchange,10.0,8.0
372,1,1,0.0,FEEDER,Sengkang Int,Has Interchange,8.0,8.0
372,1,2,0.2,FEEDER,Sengkang Stn,Does Not Have Interchange,8.0,8.0
